GISID,CALENDAR_YEAR,STATE_ROUTE,LOC_ROAD_NAME_RMS,INTERSECTION_FROM,SEGMENT_FROM,OFFSET_FROM,INTERSECTION_TO,SEGMENT_TO,OFFSET_TO,MUNICIPALITY_NAME1,MUNICIPALITY_NAME2,MUNICIPALITY_NAME3,LEG_DIST_1,LEG_DIST_2,LEG_DIST_3,SENATORIAL_DIST_1,SENATORIAL_DIST_2,CONG_DISTRICT,PLANNED,COUNTY,CNT_CODE,NLF_ID,NLF_B,NLF_E,PRIORITY,NOTES,SR,LIMITS_FROM,LIMITS_TO,MCD,BIKE_PROPOSED,BIKE_NOTES,BIKELTS_EXIST,BIKELTS_IMP,LTS_PRIORITY,PRIORITY_NOTES,PROPOSAL_SOURCE,PROJECTNUM,LETDATE,STARTWORK,CONSTRUCTIONRE,MCD_INTEREST,MCD_CONTACT,DVRPCSCREENING,PENNDOTSCREENING,DISMAINTENANCE,DATECOMMUNICATION,DATARECEIPT,DATEISSUANCE,DESIGNER,DATEASSIGNED,DATECOMPLTED,PENNDOTNOTS,COUNTYNOTES,BCGPNOTES,ISACTIVE,LASTUPDATE,SEG_REGI_PRIO,SEG_COUNTY_PRIO,SEG_PUB_PRIO,FACILITYIMP,PENNFEASISCREEN,PENNFEASISCREENNOTE,DATELETTER,OUTREACHNOTE,DVRPCNOTES,ADMINSELECTED,ALTERFUNDSTREAM,FUNDOPPORTNITY,FUNDNOTES,BATCHNUM,STRIPINGCOMPLETE,STRIPINGREVIEW,SIGNALREVISED,HASSIGNAGE,SIGNAGECOMPLETE,STRIPINGSHARE,OUTREACH_PRIORITIZED,SHORTCODE,LONGCODE,CHANGECODE,SOURCE,PROJECTECMS,ESTQUANTITIES,BFL_FROM,BFL_TO,SIGNALASSIGE,SIGNALCOMPLETED,NOTIFYCOUNTY 
2255,2022,2071,TAYLORSVILLE RD,Dyers Creek / Bridge,160,0,River Rd / SR 0032,230,3010,UPPER MAKEFIELD,LOWER MAKEFIELD,,,,,,,,4.08,Bucks,9,,,,0,,,,,,N/A," Roadway is generally too narrow for consistent bike lanes, and speed limits too high for sharrows",0,0,N/A,,N/A,,,,,N/A,"Lower Makefield Twp - Kurt Ferguson, Manager (kurtf@lmt.org) / Upper Makefield Twp - Dave Nyman, Manager (manager@uppermakefield.org)",,,, ,,,,,, ," Portion in Upper Makefield Twp identified as Major Spine (East/West Cross County Spine - Quakertown to Washington Crossing) in Bucks County Bike Plan. Although not extending all the way to Woodside Rd to the south, Woodside Rd is the primary proposed route between the Newtown area and the D&L Trail at Scudder Falls Bridge. Portion in Lower Makefield runs parallel to D&L Trail which provides safer off-road option.",Parallel paved route to the D&L Trail,No,2021-06-01 09:18:16,No,Yes,Yes,No,N/A,, , , Some LTS 4 and some LTS 2.,Y,N/A,,,,N/A,N/A,N/A,N/A,,,N/A,207101600230,20710160000002303010,4,5-year plan 2020-2024,,,,,,,
2258,2023,213,MAPLE AV,Pine St / SR 0413,121,0,Lincoln Hwy / SR 2037,151,1666,MIDDLETOWN,,,,,,,,,1.6,Bucks,9,,,,0,,,,,,N/A,,0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,,,,,N/A,2019-12-03 13:35:42,N/A,N/A,N/A,N/A,N/A,,,,,N,N/A,,,,N/A,N/A,N/A,N/A,,,N/A,021301210151,02130121000001511666,4,5-year plan 2020-2024,,,,,,,
2259,2023,332,NEWTOWN BP,Newtown BP / SR 0413,193,0,Summit Trace Rd / SR 2033,213,1640,NEWTOWN,,,,,,,,,1.55,Bucks,9,,,,0,,,,,,N/A,,0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,,,,,N/A,2019-12-03 13:35:42,N/A,N/A,N/A,N/A,N/A,,,,,N,N/A,,,,N/A,N/A,N/A,N/A,,,N/A,033201930213,03320193000002131640,4,5-year plan 2020-2024,,,,,,,
442,2018,2009,BYBERRY RD,Philmont Ave / SR 2013,0010,0,230' W of Reading Wy,0070,3124,LOWER MORELAND,,,152,,,5,,13,3.2,Montgomery,46,7785,0,16881,0,,,,,,N/A,,0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,,,,,N/A,2019-01-08 09:33:51,N/A,N/A,N/A,N/A,N/A,,,,,N,N/A,,,,N/A,N/A,N/A,N/A,,,N/A,200900100070,20090010000000703124,0,5-year plan 2019-2023,,,,,,,
445,2018,2026,BLAIR MILL RD,Welsh Rd / SR 0063,0010,0,County Line Rd / SR 2038,0060,2078,HORSHAM,UPPER MORELAND,,152,151,,12,,13,3.11,Montgomery,46,7813,0,16431,0,,,,,,N/A,,0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,,,,,N/A,2019-01-08 09:33:51,N/A,N/A,N/A,N/A,N/A,,,,,N,N/A,,,,N/A,N/A,N/A,N/A,,,N/A,202600100060,20260010000000602078,0,5-year plan 2019-2023,,,,,,,
457,2018,4006,EAGLEVILLE RD,Park Ave / SR 4004,0010,0,Ridge Pk / SR 4031,0050,2447,LOWER PROVIDENCE,,,150,,,44,,6,2.45,Montgomery,46,7930,0,12918,0,,,,,,N/A,,0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,,,,,N/A,2019-01-08 09:33:51,N/A,N/A,N/A,N/A,N/A,,,,,N,N/A,,,,N/A,N/A,N/A,N/A,,,N/A,400600100050,40060010000000502447,0,5-year plan 2019-2023,,,,,,,
2262,2023,2020,NEW TYBURN RD,Cedar Ln,41,0,New Bold Rd / Bridge,41,3241,FALLS,,,,,,,,,0.61,Bucks,9,,,,0,,,,,,N/A,,0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,,,,,N/A,2019-12-03 13:35:42,N/A,N/A,N/A,N/A,N/A,,,,,N,N/A,,,,N/A,N/A,N/A,N/A,,,N/A,202000410041,20200041000000413241,4,5-year plan 2020-2024,,,,,,,
468,2019,0422,POTTSTOWN BP,Schuylkill River,0040,0,Porter Rd,0050,2341,LOWER POTTSGROVE,,,146,,,44,,15,1.09,Montgomery,46,7699,0,5778,0,,,,,,N/A,,0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,,,,,No,2019-01-14 09:33:36,No,No,No,N/A,N/A,,,,,N,N/A,,,2019-1,N/A,N/A,N/A,N/A,,,N/A,042200400050,04220040000000502341,0,5-year plan 2019-2023,,,,,,,
494,2020,1011,COWPATH RD,Harleysville Pk / SR 0113,0030,0,County Line Rd / SR 4027,0070,3902,SALFORD,FRANCONIA,,053,,,12,,8,2.77,Montgomery,46,79553,0,14628,0,,,,,,N/A,,0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,, ,This pavement project is not on the planned Bike Montco Network.  Sections of this road very popular with cyclists particularly between Forest and Brandt (Strava Heatmap Data)., ,No,2019-08-16 12:54:10,No,No,No,N/A,N/A,,,, ,Y,N/A,,,2020-pushed,N/A,N/A,N/A,N/A,,,N/A,101100300070,10110030000000703902,0,5-year plan 2019-2023,,,,,,,
505,2020,3014,JOSHUA RD,Stenton Ave / SR 3003,0070,0,Morris Rd / SR 2001,0110,1887,WHITEMARSH,,,148,,,7,,7,2.35,Montgomery,46,7870,15946,28366,30,,,,,,N/A," Roadway is too narrow to accommodate facilities for most of this segment, 45 mph speed limit too high for sharrows.",0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,, ,"Only the 1.53 mile sections from Stenton Ave to Skippack Pike	of this repaving project is on the planned Bike Montco Network however we don't see potential to install long, consistent bike lanes on this road during the repaving project. We ask PennDOT to stripe and maximize the shoulder width where possible.", ,No,2019-08-26 12:29:31,Yes,No,No,No,N/A,,,, ,Y,N/A,,,2020-pushed,N/A,N/A,N/A,N/A,,,N/A,301400700110,30140070000001101887,0,5-year plan 2019-2023,,,,,,,
2266,2021,2051,LEVITTOWN PY,Bristol Pk / SR 0013,11,0,Hood Blvd / SR 2053,61,3362,TULLYTOWN,FALLS,BRISTOL,,,,,,,3.04,Bucks,9,,,,0,,,,,,N/A,,0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,,,,,N/A,2019-12-03 13:35:42,N/A,N/A,N/A,N/A,N/A,,,,,N,N/A,,,,N/A,N/A,N/A,N/A,,,N/A,205100110061,20510011000000613362,3,5-year plan 2020-2024,,,,,,,
2267,2021,2115,TOWNSHIP LINE R,Mill Creek Rd / Washington Av / SR 2091,10,0,Windy Bush Rd / SR 0232,54,2158,WRIGHTSTOWN,BUCKINGHAM,,,,,,,,2.08,Bucks,9,,,,0,,,,,,N/A,,0,0,N/A,,N/A,,,,,N/A," Joe Pantano, Wrightstown Twsp Manager - manager@wrightstownpa.org; Dana Cozza, Buckingham Twsp Manager - dcozza@buckinghampa.org",,,, ,,,,,, ," Currently part of Pennsylvania Bike Route S. However, with posted speed limits of 45 MPH, any safety improvements such as lowering the speed limit and incoporating bicycle sharrows might aid in making this route more bicycle friendly than it currently is.", ,No,2020-04-14 14:42:53,No,No,No,N/A,N/A,, , , ,Y,N/A,,,2021-1,N/A,N/A,N/A,N/A,,,N/A,211500100054,21150010000000542158,3,5-year plan 2020-2024,,,,,,,
632,2019,2001,CHRISTOPHER COL,Spring Garden St / SR 2006,0050,0,Schirra Dr,0100,2024,PHILADELPHIA,,,184,175,,1,,1,2.95,Philadelphia,67,11200,9419,25011,30,,,,,,N/A,,0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,,,,,N/A,2019-01-08 09:33:51,N/A,N/A,N/A,N/A,N/A,,,,,N,N/A,,,,N/A,N/A,N/A,N/A,,,N/A,200100500100,20010050000001002024,0,5-year plan 2019-2023,,,,,,,
636,2019,3007,BENJAMIN FRANKL,15th Street / SR 3029,0031,0,25th St,0051,1852,PHILADELPHIA,,,195,182,,1,,2,1.26,Philadelphia,67,11256,0,6679,40,,,,,,N/A,,0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,,,,,N/A,2019-01-08 09:33:51,N/A,N/A,N/A,N/A,N/A,,,,,N,N/A,,,,N/A,N/A,N/A,N/A,,,N/A,300700310051,30070031000000511852,0,5-year plan 2019-2023,,,,,,,
639,2019,3037,JOHN F KENNEDY,20th St,0023,0,15th St / SR 3029,0023,2248,PHILADELPHIA,,,182,,,1,,2,0.43,Philadelphia,67,17664,2217,4465,40,,,,,,N/A,,0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,,,,,N/A,2019-01-08 09:33:51,N/A,N/A,N/A,N/A,N/A,,,,,N,N/A,,,,N/A,N/A,N/A,N/A,,,N/A,303700230023,30370023000000232248,0,5-year plan 2019-2023,,,,,,,
643,2019,4017,UPSAL ST,Germantown Ave / SR 4017,0040,0,Cheltenham Ave / Ogontz Ave / SR 0309,0070,2271,PHILADELPHIA,,,203,200,,4,,2,2.04,Philadelphia,67,11326,0,10764,50,,,,,,N/A,,0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,,,,,N/A,2019-01-08 09:33:51,N/A,N/A,N/A,N/A,N/A,,,,,N,N/A,,,,N/A,N/A,N/A,N/A,,,N/A,401700400070,40170040000000702271,0,5-year plan 2019-2023,,,,,,,
646,2019,8055,RAMP B RD,Lincoln Dr / Ridge Ave / SR 3009,0250,0,Ridge Ave / SR 3009 / Kelly Dr / SR 3007,0500,500,PHILADELPHIA,,,194,,,7,,2,0.2,Philadelphia,67,39215,0,500,0,,,,,,N/A,,0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,,,,,N/A,2019-01-08 09:33:51,N/A,N/A,N/A,N/A,N/A,,,,,N,N/A,,,,N/A,N/A,N/A,N/A,,,N/A,805502500500,80550250000005000500,0,5-year plan 2019-2023,,,,,,,
2268,2022,23,SCHUYLKILL PY,Schuylkill Py / SR 3021,211,0,Matsonford Rd / SR 3016,281,875,WEST  CONSHOHOCKEN,BRIDGEPORT,,,,,,,,0.34,Montgomery,46,,,,0,,,,,,N/A,,0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,,,,,N/A,2019-12-03 13:35:42,N/A,N/A,N/A,N/A,N/A,,,,,N,N/A,,,,N/A,N/A,N/A,N/A,,,N/A,002302110281,00230211000002810875,0,5-year plan 2020-2024,,,,,,,
2270,2022,73,BIG RD,Berks Co. Line,183,0,Gravel Pk / SR 0029,183,107,LOWER FREDERICK,,,,,,,,,0.02,Montgomery,46,,,,0,,,,,,N/A,,0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,,,,,N/A,2019-12-03 13:35:42,N/A,N/A,N/A,N/A,N/A,,,,,N,N/A,,,,N/A,N/A,N/A,N/A,,,N/A,007301830183,00730183000001830107,0,5-year plan 2020-2024,,,,,,,
2271,2022,1008,FRETZ RD,Sumneytown Pk / SR 0063,10,0,Wambold Rd / SR 1058,40,3717,LOWER SALFORD,,,,,,,,,1.85,Montgomery,46,,,,30,,,,,,Sharrows,"All streets along this span can only fit sharrows, with the exception  of Clemens Rd, where lanes could fit. 
All streets have  a 40mph speed limit, which may prevent the implementation of sharrows.",0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,, ," Not on Bike Montco. Ruth Road is narrow especially near Main Street, but Clemens Road is wider. Fretz Road is narrow and bridge was recently replaced over NE Extension. Many municipal trails in parks in vicinity.", ,Yes,2021-06-09 11:47:59,Yes,Yes,Yes,Yes,N/A,,,, Portion in top 30% in terms of regional connectivity; opposite end is LTS 4.,Y,N/A,,,,N/A,N/A,N/A,N/A,,,N/A,100800100040,10080010000000403717,0,5-year plan 2020-2024,,,,,,,
2272,2022,1023,WHITES MILL RD,Ridge Rd / SR 0563,10,0,Swamp Creek Rd / SR 1030,40,3335,SALFORD,MARLBOROUGH,,,,,,,,2.13,Montgomery,46,,,,0,,,,,,Sharrows,"Only sharrows would fit this corridor, although the speed limit may be an issue. East of Gun Club Rd it's 35 MPH, but to the west it's 45 MPH. ",0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,, , Everything west of Clump Road is on Bike Montco (local rural/scenic). Shared road markings would be appropriate treatment if municipality and PennDOT were on board., ,Yes,2021-06-09 11:50:56,No,Yes,No,Yes,N/A,,,," LTS 3, just not a connectivity priority.",Y,N/A,,,,N/A,N/A,N/A,N/A,,,N/A,102300100040,10230010000000403335,0,5-year plan 2020-2024,,,,,,,
2273,2022,1036,FINLAND RD,Geryville Pk,30,0,Upper Ridge Rd / SR 1032,54,2419,UPPER HANOVER,MARLBOROUGH,,,,,,,,1.91,Montgomery,46,,,,0,,,,,,N/A,,0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,, ," Not on Bike Montco. Narrow roadway in rural/exurban setting. Not recommended for this program, unless sharrows are requested by municipality.", ,No,2021-05-17 10:25:36,No,No,No,N/A,N/A,,,, LTS 4,Y,N/A,,,,N/A,N/A,N/A,N/A,,,N/A,103600300054,10360030000000542419,0,5-year plan 2020-2024,,,,,,,
2274,2022,1044,PALM HILL RD,Kutztown Rd / SR 1033,10,0,Gravel Pk / SR 0029,44,1599,UPPER HANOVER,,,,,,,,,1.99,Montgomery,46,,,,0,,,,,,N/A,,0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,, , Not on Bike Montco. Rural road with narrow cartway. Not recommended for this program., ,No,2021-05-17 10:26:02,No,No,No,N/A,N/A,,,, LTS 2,Y,N/A,,,,N/A,N/A,N/A,N/A,,,N/A,104400100044,10440010000000441599,0,5-year plan 2020-2024,,,,,,,
2275,2022,1048,CONGO RD,Douglass Twp. Line,80,0,Kutztown Rd / SR 1033,80,3361,UPPER HANOVER,,,,,,,,,0.64,Montgomery,46,,,,0,,,,,,N/A,,0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,, ," Not on Bike Montco. Rural, narrow cartway. Not good candidate for this program.", ,No,2021-05-17 10:26:22,No,No,No,N/A,N/A,,,, LTS 4,Y,N/A,,,,N/A,N/A,N/A,N/A,,,N/A,104800800080,10480080000000803361,0,5-year plan 2020-2024,,,,,,,
2276,2022,2015,MORELAND RD,Pine Rd,10,0,Huntington Pk / SR 0232,14,2164,ABINGTON,,,,,,,,,0.92,Montgomery,46,,,,20,,,,,,Bike Lanes + Sharrows,Lanes will fit between Melmar Rd and Foothill Dr. The remaining portions on both sides would need to be shared lanes. Speed limit is 40 mph.,0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,, ," Not on Bike Montco, but significant shoulder width available from Melmar to Foothill which could be repurposed. Much tighter east of Foothill and especially west of Packard."," Better street than Welsh Rd, near Bethayres Station and Pennypack Trail",Yes,2021-06-09 14:14:17,Yes,No,Yes,Yes,N/A,,,, Portion in top 20%,Y,N/A,,,,N/A,N/A,N/A,N/A,,,N/A,201500100014,20150010000000142164,0,5-year plan 2020-2024,,,,,,,
159,2018,3027,NORTHBROOK RD,Unionville Wawaset Rd / SR 0842,0050,0,Brandywine Dr / SR 3058,0060,1801,WEST BRADFORD,POCOPSON,,160,,,9,,7,0.99,Chester,15,2967,0,5249,0,,,,,,N/A,,0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,,,,,N/A,2019-01-08 09:33:51,N/A,N/A,N/A,N/A,N/A,,,,,N,N/A,,,,N/A,N/A,N/A,N/A,,,N/A,302700500060,30270050000000601801,0,5-year plan 2019-2023,,,,,,,
171,2019,0082,UNION ST,Strasburg Rd / SR 3062,0443,0,Wagontown Rd,0443,1059,COATESVILLE,VALLEY,,074,,,19,,16,0.2,Chester,15,2781,0,1059,0,,,,,, , Not feasible without more analysis.,0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,, ," ""The northern part along Rt 30 was included in a Rt 30 corridor multimodal study and is part of the CVT west route. The study has a preliminary striping plan which Rachael will share with us. There are currently bike lanes to the east on Rt 30 that stop at the intersection with First Ave. The study includes a concept to continue bike lanes/sharrows west from First Ave to 82 southbound. On Rt 82 going south through East Fallowfield Twp, the muni's comp plan includes a bike connection, but it looks tight, so a trail might be a better fit (beyond the scope of a resurfacing)
The 2016 Route 30 Multimodal Transportation Study shows recommendations for bike lanes on Business Route 30 from Church Street  to 1st Avenue as well as other re-striping changes. I’ve attached the relevant pages from that report.
The 2015 East Fallowfield Township Comprehensive Plan (linked here) proposes a Trail Corridor on or along Route 82 from Route 30 south to Strasburg Road. I’ve attached an annotated map.
East Fallowfield’s draft Official Map (also attached) shows the same proposal as above.""

Resources: http://eastfallowfield.org/2015pdf/EFTComprehensivePlanFINAL7-27-2015.pdf
https://drive.google.com/drive/folders/1isgQPNJknQzp1Eeql7d_Hb1RBuXMJrYE?usp=sharing", ,No,2019-01-14 09:09:43,No,Yes,No,No,N/A,,,, ,N,N/A,,,2019-1,N/A,N/A,N/A,N/A,,,N/A,008204430443,00820443000004431059,0,5-year plan 2019-2023,,,,,,,
189,2019,3026,BALTIMORE PK,Barnsley Rd / SR 3107,0050,0,Market St / SR 0472 / 3rd St / SR 0010,0070,2821,OXFORD,EAST NOTTINGHAM,,013,,,19,,16,1.25,Chester,15,2963,11535,18143,30,,,,,,N/A, ,0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,, , , ,No,2019-01-14 09:14:58,Yes,No,No,No,N/A,,,, Determined with County not to move this one forward.,N,N/A,,,2019-1,N/A,N/A,N/A,N/A,,,N/A,302600500070,30260050000000702821,0,5-year plan 2019-2023,,,,,,,
190,2019,3028,STREET RD,Forge Rd / SR 3001,0010,0,Upper Oxford Twp. Line,0090,1754,LOWER OXFORD,,,013,,,19,,16,5.6,Chester,15,2968,0,4424,0,,,,,,N/A, Similar to 82/Manor Road. Not clear that any paint changes would improve usefulness here,0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,, ,"Local comp plan calls the portion between Bethel and Forge (southern end) a bike route. ADT is very low so this may not be needed. There is no street view along this road. Signage is outside the scope of this project. 
The 2012 Oxford Region Multimunicipal Comprehensive Plan (linked here) proposes a recreational bikeway on a section of the road to be re-surfaced. I’ve attached an annotated map. The section highlighted is Street Road from Forge Road to Bethel Road.

Resources: http://www.chesco.org/DocumentCenter/View/6885/Chapter15?bidId=", ,No,2019-01-14 09:16:05,No,Yes,No,No,N/A,,,, ,N,N/A,,,2019-1,N/A,N/A,N/A,N/A,,,N/A,302800100090,30280010000000901754,0,5-year plan 2019-2023,,,,,,,
52,2019,4097,RIDGE RD,Dublin Pk / SR 0313,0010,0,Kellers Church Rd / SR 4091,0074,1868,EAST ROCKHILL,BEDMINSTER,,145,143,,10,,8,3.81,Bucks,9,2198,0,20121,0,,,,,,N/A,,0,0,N/A,,N/A,,,,,N/A, ,,,, ,,,,,, ,Runs parallel to Three Mile Run which is part of Bike Plan, ,No,2019-02-21 16:16:41,No,No,No,N/A,N/A,, , No outreach to municipality, ,Y,N/A,,,2019-2,N/A,N/A,N/A,N/A,,,N/A,409700100074,40970010000000741868,0,5-year plan 2019-2023,,,,,,,
321,2019,0352,NEW MIDDLETOWN,Entrance to Denny's,0130,0,398' N of Val Leer Rd / SR 4013,0134,2939,MIDDLETOWN,,,168,,,9,,7,0.75,Delaware,23,4216,30019,33966,0,,,,,,N/A," Speed (35 mph), AADT (~10000), and poor sight lines make sharrows not ideal. Bike lane cannot be installed without widening roadway in some parts, which is outside the scope of a resurfacing project.
",0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,, ," Included as Primary (highest priority) segments on the DelCo Bike Plan. The Granite Run Mall is being redeveloped into a lifestyle center with apartments adjacent to the Route 352 segment. The interchange of 1 and 352 is also a TIP project and the township wants much better bike and ped connections through the new interchange.
", ,No,2019-01-14 09:24:21,No,Yes,No,No,N/A,,,, ,N,N/A,,,2019-1,N/A,N/A,N/A,N/A,,,N/A,035201300134,03520130000001342939,0,5-year plan 2019-2023,,,,,,,
322,2019,0352,MIDDLETOWN RD,Entrance to Denny's,0135,0,398' N of Val Leer Rd / SR 4013,0135,2895,MIDDLETOWN,,,168,,,9,,7,0.55,Delaware,23,4219,0,2895,0,,,,,,N/A," Speed (35 mph), AADT (~10000), and poor sight lines make sharrows not ideal. Bike lane cannot be installed without widening roadway in some parts, which is outside the scope of a resurfacing project.
",0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,, ," Included as Primary (highest priority) segments on the DelCo Bike Plan. The Granite Run Mall is being redeveloped into a lifestyle center with apartments adjacent to the Route 352 segment. The interchange of 1 and 352 is also a TIP project and the township wants much better bike and ped connections through the new interchange.
", ,No,2019-01-14 09:25:01,No,Yes,No,No,N/A,,,, ,N,N/A,,,2019-1,N/A,N/A,N/A,N/A,,,N/A,035201350135,03520135000001352895,0,5-year plan 2019-2023,,,,,,,
324,2019,1019,CONESTOGA RD,Aberdeen Ave,0080,0,Lancaster Ave / SR 0030,0090,3718,RADNOR,,,165,,,17,,7,1.26,Delaware,23,4247,16945,23622,40,,,,,,Sharrows,"Install sharrows in both directions between Wayne Ave. and Lancaster Ave.

Sharrows feasible between Wayne Ave, and Lancaster Ave. East of Wayne Ave, hills, higher speeds and poor sight lines would make these less safe. Local parks and surrounding higher-density residential and commercial properties make the area more bikeable. The shoulder between Wayne Ave. and Lancaster Ave. is too variable for a consistent 4.5 foot to 5.5 foot bike lane/bikeable shoulder to be installed without expanding the footprint.",0,0,N/A,,N/A,Group #6-18-D10 (ECMS #109043), , ,,No, ,,,, , , ,,, ,,,,No,2019-07-22 10:43:03,Yes,No,No,Yes,Yes," • Aberdeen Ave to S Wayne Ave -  bike lanes appear feasible.                                                                 
• S Wayne Ave to Lancaster Ave - sharrows are feasible.                                                                                    
• 35 mph speed limit. ADT between 8954 and 10843 vpd.                                                                                 
• Radnor Trail (paved trail) runs parallel to Conestoga Road roughly 250' to 600' away along the project corridor. Therefore, bicycle facilities along Conestoga Road may not be essential.", , ,,Y,N/A,,,2019-1,N/A,N/A,N/A,N/A,,,No,101900800090,10190080000000903718,0,5-year plan 2019-2023,,,,,,,
327,2019,2005,DARBY RD,West Chester Pk / SR 0003,0130,0,Sproul Rd / SR 0320,0200,2897,HAVERFORD,LANSDOWNE,DARBY,166,166,164,17,,7,4.48,Delaware,23,4274,25564,49235,0,,,,,,Bike Lanes," Narrow lanes from 11 to 10 feet, expand shoulder from 3.5 to 4.5 feet, mark shoulder as a bike lane from Eagle Rd. to Ardmore Ave.

The roadway cross-section, even with reducing travel lane and parking lane widths, is not sufficient to accomodate either parking-protected or conventional bike lanes. The area has relatively high density neighborhoods and has businesses and schools in close proximity, the speed (35 mph) and commerical use of the corridor (heavy delivery truck, school bus traffic) may pose safety issues such as impeding visibility when parked. Thus, sharrows are not a safe option up until the Eagle Rd. intersection. At Hillcrest Ave., the speed limit drops to 25 mph and the cross section is reduced to two lanes with a wider (~4 foot) shoulder. Marking the shoulder as a bike lane until the shoulder width reduces at the Ardmore Ave. intersection is the safest and most space-efficient option. Past the Ardmore Ave. intersection, the roadway enters a more rural area with poorer sight lines and is not suitable for safe bicycle travel.

",0,0,N/A,,N/A,6-18-D10,03/28/2019,05/13/2019,,Yes, Jerry Hart (Haverford Twp.),,,,11/02/2018, 01/24/19, ,,, Sept 2019," Maximized shoulders primarily, with minimal sharrows.", Municipal interest; segment from West Chester Pike to Eagle Road is on Delaware County Bicycle Network of County Transportation Plan; segment from Eagle Road to Sproul Road is not on same network.,"Member Suggestion
",Yes,2021-09-10 10:46:10,No,Yes,Yes,Yes,Yes," • West Chester Pike to Eagle Rd - bicycle accomodations (sharrows or bike lanes) are not feasible.                                                                                                                                                                                  • Eagle Rd to Ardmore Ave -  bike lanes may be feasible; however, the roadway width must be field verified. Speed limit = 25 mph, ADT = 11631 vpd.                                                                                                                                                                      • Ardmore Ave to Sproul Rd - sharrows are feasible. Speed limit = 35 mph, ADT = 8556 to 11612 vpd.    ",01/23/2019, Jerry reached out to PennDOT in Nov. 2018,"Based on my limited personal knowledge of the area, LTS analysis, and the fact that the municipality is also interested in bike lanes on Eagle Road, I would say that the stretch from Manoa Road to Eagle Road may be of particular interest to focus on. -JB
",Y,N/A,,,2019-1,RKK,In Progress,N/A,N/A,,,N/A,200501300200,20050130000002002897,0,5-year plan 2019-2023, 109043,, West Chester Pike, Marple Road (SR 1028), , ,
478,2019,2020,PEN-AMBLER RD,Old Penlly Pk,0010,0,Reiffs Mill Rd,0020,2899,AMBLER,LOWER GWYNEDD,,061,,,12,,13,1.22,Montgomery,46,7803,0,6464,20,,,,,,sharrows every 400 feet along entire project route," Posted speed limit 25-30mph, proximity to park, connections to existing bike lanes and Penilyn Station. Sharrows fall under resurfacing project but signage suggested by County would have to some through another project. ",0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,, ," Part of Bike Montco Network but not a priority route.
Immediate Proposed Treatment - Maintain current speed limits.  Install MUTCD Bicycle Warning Signs W11-1 as appropriate and sharrows every 400 feet along entire project route.
Ideal / Long-term Treatment - Widen to include 5 foot bike lanes in each direction between Old Penlly Pk and Houston Road.
Notes - Road helps to provides access to 2 SEPTA train stations and 3 schools.  Strava Heat = 8.", ,No,2019-04-19 09:48:42,Yes,No,No,Yes,No,JB - 4/19/19 ,,, ,Y,N/A,,,2019-2,N/A,N/A,N/A,N/A,,,N/A,202000100020,20200010000000202899,0,5-year plan 2019-2023,,,,,,,
